STUDY	BIOENTITY	PROPERTY_TYPE	PROPERTY_VALUE	SEMANTIC_TAG	ANNOTATOR	ANNOTATION_DATE
IHCC Simple String	http://purl.obolibrary.org/obo/GECKO_0000010	information_entity	population sex or sexes	http://purl.obolibrary.org/obo/GECKO_0000010	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/EUPATH_0000374	information_entity	marital status	http://purl.obolibrary.org/obo/EUPATH_0000374	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0000001	information_entity	medical condition	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0000001	information_entity	disease or disorder, non-neoplastic	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0000001	information_entity	disease or disorder non neoplastic	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0000001	information_entity	diseases	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0000001	information_entity	condition	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0000001	information_entity	disease or disorder	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0000001	information_entity	disease	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0000001	information_entity	disorders	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0000001	information_entity	other disease	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0000001	information_entity	disorder	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0000001	information_entity	diseases and disorders	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/GECKO_0000005	information_entity	population data	http://purl.obolibrary.org/obo/GECKO_0000005	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/GECKO_0000005	information_entity	population data item	http://purl.obolibrary.org/obo/GECKO_0000005	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/GECKO_0000065	information_entity	education	http://purl.obolibrary.org/obo/GECKO_0000065	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/GECKO_0000065	information_entity	education level	http://purl.obolibrary.org/obo/GECKO_0000065	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0005087	information_entity	respiratory disease	http://purl.obolibrary.org/obo/MONDO_0005087	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0005087	information_entity	respiratory system disorder	http://purl.obolibrary.org/obo/MONDO_0005087	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0005087	information_entity	disorder of respiratory system	http://purl.obolibrary.org/obo/MONDO_0005087	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0005087	information_entity	respiratory system	http://purl.obolibrary.org/obo/MONDO_0005087	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0005087	information_entity	respiratory system disease or disorder	http://purl.obolibrary.org/obo/MONDO_0005087	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0005087	information_entity	respiratory disorder	http://purl.obolibrary.org/obo/MONDO_0005087	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0005087	information_entity	respiratory system disease	http://purl.obolibrary.org/obo/MONDO_0005087	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0005087	information_entity	disease of respiratory system	http://purl.obolibrary.org/obo/MONDO_0005087	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0005087	information_entity	disease or disorder of respiratory system	http://purl.obolibrary.org/obo/MONDO_0005087	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/GECKO_0000044	information_entity	sample size	http://purl.obolibrary.org/obo/GECKO_0000044	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/GECKO_0000044	information_entity	biosample size	http://purl.obolibrary.org/obo/GECKO_0000044	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0000105	information_entity	life cycle stage	http://purl.obolibrary.org/obo/UBERON_0000105	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0000105	information_entity	life stage/time point	http://purl.obolibrary.org/obo/UBERON_0000105	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0000105	information_entity	life stage time point	http://purl.obolibrary.org/obo/UBERON_0000105	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0000105	information_entity	stage	http://purl.obolibrary.org/obo/UBERON_0000105	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0000105	information_entity	developmental stage	http://purl.obolibrary.org/obo/UBERON_0000105	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/GECKO_0000130	information_entity	religion	http://purl.obolibrary.org/obo/GECKO_0000130	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/GECKO_0000130	information_entity	religious affiliation	http://purl.obolibrary.org/obo/GECKO_0000130	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/GECKO_0000113	information_entity	availability	http://purl.obolibrary.org/obo/GECKO_0000113	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/GECKO_0000113	information_entity	biosample availability textual entity	http://purl.obolibrary.org/obo/GECKO_0000113	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/GECKO_0000003	information_entity	timeline	http://purl.obolibrary.org/obo/GECKO_0000003	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/GECKO_0000118	information_entity	cognitive and psychological measurements	http://purl.obolibrary.org/obo/GECKO_0000118	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/GECKO_0000118	information_entity	psychological measurement	http://purl.obolibrary.org/obo/GECKO_0000118	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/GECKO_0000093	information_entity	medication	http://purl.obolibrary.org/obo/GECKO_0000093	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/GECKO_0000093	information_entity	prescription drug history	http://purl.obolibrary.org/obo/GECKO_0000093	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	dung	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	piece of shit	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	frass	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	feces	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	merde@fr	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	merde fr	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	portion of excrement	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	partie de la merde@fr	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	partie de la merde fr	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	portion of scat	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	portionem cacas	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	scat	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	faeces	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	droppings	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	portion of fecal matter	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	teil der fäkalien@de	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	teil der f kalien de	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	excreta	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	matières fécales@fr	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	mati res f cales fr	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	porción de mierda@es	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	porci n de mierda es	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	cow pat	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	portion of dung	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	spoor	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	portion of fecal material	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	fewmet	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	portion of feces	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	portion of faeces	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	guano	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	cow dung	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	spraint	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	excrement	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	fecal matter	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	portion of guano	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	stool	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	fecal material	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/UBERON_0001988	information_entity	ordure	http://purl.obolibrary.org/obo/UBERON_0001988	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/CMO_0000000	information_entity	physiological measurements	http://purl.obolibrary.org/obo/CMO_0000000	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/GECKO_0000008	information_entity	num. participants	http://purl.obolibrary.org/obo/GECKO_0000008	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/GECKO_0000008	information_entity	num participants	http://purl.obolibrary.org/obo/GECKO_0000008	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/GECKO_0000008	information_entity	population size	http://purl.obolibrary.org/obo/GECKO_0000008	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/OBI_0002117	information_entity	WGS	http://purl.obolibrary.org/obo/OBI_0002117	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/OBI_0002117	information_entity	whole genome sequencing assay	http://purl.obolibrary.org/obo/OBI_0002117	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/GECKO_0000052	information_entity	survey administration	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/CMO_0000021	information_entity	anthropometry	http://purl.obolibrary.org/obo/CMO_0000021	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/GECKO_0000064	information_entity	residence	http://purl.obolibrary.org/obo/GECKO_0000064	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/GECKO_0000064	information_entity	residence location	http://purl.obolibrary.org/obo/GECKO_0000064	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/GECKO_0000126	information_entity	perception of health	http://purl.obolibrary.org/obo/GECKO_0000126	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/GECKO_0000126	information_entity	perception of health measurement	http://purl.obolibrary.org/obo/GECKO_0000126	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/OGMS_0000020	information_entity	signs and symptoms	http://purl.obolibrary.org/obo/OGMS_0000020	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/OGMS_0000020	information_entity	symptom	http://purl.obolibrary.org/obo/OGMS_0000020	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	otorhinolaryngological disease	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	ENT disease	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	disease, otolaryngological	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	disease otolaryngological	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	otolaryngologic disorder	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	ear, nose and throat disorder	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	ear nose and throat disorder	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	diseases, otolaryngological	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	diseases otolaryngological	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	disease, otorhinolaryngologic	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	disease otorhinolaryngologic	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	otorhinolaryngologic disease	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	otorhinolaryngological diseases	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	ear, nose or throat disorder	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	ear nose or throat disorder	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	otolaryngologic diseases	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	disease, otorhinolaryngological	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	disease otorhinolaryngological	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	diseases, ENT	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	diseases ENT	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	ear/nose/throat disease	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	ear nose throat disease	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	diseases, otorhinolaryngological	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	diseases otorhinolaryngological	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	ENT diseases	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	disease, otolaryngologic	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	disease otolaryngologic	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	diseases, otorhinolaryngologic	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	diseases otorhinolaryngologic	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	disease, ENT	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	disease ENT	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	otolaryngologic disease	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	diseases, otolaryngologic	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	diseases otolaryngologic	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	diseases of the ear, nose, and/or throat	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	diseases of the ear nose and or throat	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	otolaryngological diseases	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0024623	information_entity	otolaryngological disease	http://purl.obolibrary.org/obo/MONDO_0024623	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0005570	information_entity	disease of the blood and blood-forming organs	http://purl.obolibrary.org/obo/MONDO_0005570	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0005570	information_entity	disease of the blood and blood forming organs	http://purl.obolibrary.org/obo/MONDO_0005570	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0005570	information_entity	hematologic and lymphocytic disorder	http://purl.obolibrary.org/obo/MONDO_0005570	Knocean	2020-10-07 10:25:29
IHCC Simple String	http://purl.obolibrary.org/obo/MONDO_0005570	information_entity	disease or disorder of hematopoietic system	http://purl.obolibrary.org/obo/MONDO_0005570	Knocean	2020-10-07 10:25:29
