,STUDY,BIOENTITY,PROPERTY_TYPE,PROPERTY_VALUE,SEMANTIC_TAG,ANNOTATOR,ANNOTATION_DATE
34,IHCC Basic,https://purl.ihccglobal.org/GCS_CigNumPerDay_2,information_entity,CigNumPerDay_2,http://purl.obolibrary.org/obo/GECKO_0000068,Knocean,"2020-08-27, 18:50:24"
35,IHCC Basic,https://purl.ihccglobal.org/GCS_Ethnicity,information_entity,Ethnicity,http://purl.obolibrary.org/obo/GECKO_0000061,Knocean,"2020-08-27, 18:50:24"
36,IHCC Basic,https://purl.ihccglobal.org/GCS_WorkCurrently,information_entity,WorkCurrently,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
37,IHCC Basic,https://purl.ihccglobal.org/GCS_JobsStartAge,information_entity,JobsStartAge,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
38,IHCC Basic,https://purl.ihccglobal.org/GCS_SurgeryType,information_entity,SurgeryType,http://purl.obolibrary.org/obo/GECKO_0000092,Knocean,"2020-08-27, 18:50:24"
39,IHCC Basic,https://purl.ihccglobal.org/GCS_FoodWatShallowFryVeg,information_entity,FoodWatShallowFryVeg,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
40,IHCC Basic,https://purl.ihccglobal.org/GCS_HeatingSystemType_1,information_entity,HeatingSystemType_1,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
41,IHCC Basic,https://purl.ihccglobal.org/GCS_FamilyInHousehold,information_entity,FamilyInHousehold,http://purl.obolibrary.org/obo/GECKO_0000066,Knocean,"2020-08-27, 18:50:24"
42,IHCC Basic,https://purl.ihccglobal.org/GCS_FriendSubdistrict,information_entity,FriendSubdistrict,http://purl.obolibrary.org/obo/GECKO_0000052,Knocean,"2020-08-27, 18:50:24"
43,IHCC Basic,https://purl.ihccglobal.org/GCS_FoodWatOthMeat,information_entity,FoodWatOthMeat,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
44,IHCC Basic,https://purl.ihccglobal.org/GCS_OpiateDuration_4,information_entity,OpiateDuration_4,http://purl.obolibrary.org/obo/GECKO_0000103,Knocean,"2020-08-27, 18:50:24"
45,IHCC Basic,https://purl.ihccglobal.org/GCS_JOB,information_entity,Job,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
46,IHCC Basic,https://purl.ihccglobal.org/GCS_AlcType_2,information_entity,AlcType_2,http://purl.obolibrary.org/obo/GECKO_0000069,Knocean,"2020-08-27, 18:50:24"
47,IHCC Basic,https://purl.ihccglobal.org/GCS_ResDistrict_1,information_entity,ResDistrict_1,http://purl.obolibrary.org/obo/GECKO_0000064,Knocean,"2020-08-27, 18:50:24"
48,IHCC Basic,https://purl.ihccglobal.org/GCS_AlcEndAge_3,information_entity,AlcEndAge_3,http://purl.obolibrary.org/obo/GECKO_0000069,Knocean,"2020-08-27, 18:50:24"
49,IHCC Basic,https://purl.ihccglobal.org/GCS_m_sbp,information_entity,m_sbp,http://purl.obolibrary.org/obo/CMO_0000003,Knocean,"2020-08-27, 18:50:24"
50,IHCC Basic,https://purl.ihccglobal.org/GCS_PropertyColorTVOwned,information_entity,PropertyColorTVOwned,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
51,IHCC Basic,https://purl.ihccglobal.org/GCS_ResHouseType_1,information_entity,ResHouseType_1,http://purl.obolibrary.org/obo/GECKO_0000064,Knocean,"2020-08-27, 18:50:24"
52,IHCC Basic,https://purl.ihccglobal.org/GCS_drugname_6,information_entity,drugname_6,http://purl.obolibrary.org/obo/PDRO_0000024,Knocean,"2020-08-27, 18:50:24"
53,IHCC Basic,https://purl.ihccglobal.org/GCS_SymDifficultSwallowingFlag,information_entity,SymDifficultSwallowingFlag,http://purl.obolibrary.org/obo/OGMS_0000020,Knocean,"2020-08-27, 18:50:24"
54,IHCC Basic,https://purl.ihccglobal.org/GCS_AnimalType_2,information_entity,AnimalType_2,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
55,IHCC Basic,https://purl.ihccglobal.org/GCS_AnimalStartAge_4,information_entity,AnimalStartAge_4,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
56,IHCC Basic,https://purl.ihccglobal.org/GCS_Cigpackyear_4,information_entity,Cigpackyear_4,http://purl.obolibrary.org/obo/GECKO_0000068,Knocean,"2020-08-27, 18:50:24"
57,IHCC Basic,https://purl.ihccglobal.org/GCS_diuretic,information_entity,diuretic,http://purl.obolibrary.org/obo/PDRO_0000024,Knocean,"2020-08-27, 18:50:24"
58,IHCC Basic,https://purl.ihccglobal.org/GCS_CancRelICD10_1,information_entity,CancRelICD10_1,http://purl.obolibrary.org/obo/MONDO_0004992,Knocean,"2020-08-27, 18:50:24"
59,IHCC Basic,https://purl.ihccglobal.org/GCS_Glibenclamide,information_entity,Glibenclamide,http://purl.obolibrary.org/obo/PDRO_0000024,Knocean,"2020-08-27, 18:50:24"
60,IHCC Basic,https://purl.ihccglobal.org/GCS_pulse_p,information_entity,pulse_p,http://purl.obolibrary.org/obo/CMO_0000294,Knocean,"2020-08-27, 18:50:24"
61,IHCC Basic,https://purl.ihccglobal.org/GCS_hdl,information_entity,hdl,http://purl.obolibrary.org/obo/UBERON_0000178,Knocean,"2020-08-27, 18:50:24"
62,IHCC Basic,https://purl.ihccglobal.org/GCS_FoodWatDeepFryVeg,information_entity,FoodWatDeepFryVeg,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
63,IHCC Basic,https://purl.ihccglobal.org/GCS_OpiateAmountperDay_1,information_entity,OpiateAmountperDay_1,http://purl.obolibrary.org/obo/GECKO_0000103,Knocean,"2020-08-27, 18:50:24"
64,IHCC Basic,https://purl.ihccglobal.org/GCS_drugduration_1,information_entity,drugduration_1,http://purl.obolibrary.org/obo/PDRO_0000024,Knocean,"2020-08-27, 18:50:24"
65,IHCC Basic,https://purl.ihccglobal.org/GCS_bpright2sbp,information_entity,bpright2sbp,http://purl.obolibrary.org/obo/CMO_0000003,Knocean,"2020-08-27, 18:50:24"
66,IHCC Basic,https://purl.ihccglobal.org/GCS_HeatMethod_2,information_entity,HeatMethod_2,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
67,IHCC Basic,https://purl.ihccglobal.org/GCS_CancRelSite_1,information_entity,CancRelSite_1,http://purl.obolibrary.org/obo/MONDO_0004992,Knocean,"2020-08-27, 18:50:24"
68,IHCC Basic,https://purl.ihccglobal.org/GCS_AnimalLevelOfContact_1,information_entity,AnimalLevelOfContact_1,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
69,IHCC Basic,https://purl.ihccglobal.org/GCS_DisHeartDiseaseDx,information_entity,DisHeartDiseaseDx,http://purl.obolibrary.org/obo/MONDO_0004995,Knocean,"2020-08-27, 18:50:24"
70,IHCC Basic,https://purl.ihccglobal.org/GCS_bodyindicesheight,information_entity,bodyindicesheight,http://purl.obolibrary.org/obo/CMO_0000106,Knocean,"2020-08-27, 18:50:24"
71,IHCC Basic,https://purl.ihccglobal.org/GCS_OpiateDuration_1,information_entity,OpiateDuration_1,http://purl.obolibrary.org/obo/GECKO_0000103,Knocean,"2020-08-27, 18:50:24"
72,IHCC Basic,https://purl.ihccglobal.org/GCS_FoodWatFoodPreserve,information_entity,FoodWatFoodPreserve,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
73,IHCC Basic,https://purl.ihccglobal.org/GCS_FoodWatBBQFish,information_entity,FoodWatBBQFish,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
74,IHCC Basic,https://purl.ihccglobal.org/GCS_hcv,information_entity,hcv,http://purl.obolibrary.org/obo/UBERON_0000178,Knocean,"2020-08-27, 18:50:24"
75,IHCC Basic,https://purl.ihccglobal.org/GCS_AlcEpisodesPerMonth_3,information_entity,AlcEpisodesPerMonth_3,http://purl.obolibrary.org/obo/GECKO_0000069,Knocean,"2020-08-27, 18:50:24"
76,IHCC Basic,https://purl.ihccglobal.org/GCS_Levothyroxin,information_entity,Levothyroxin,http://purl.obolibrary.org/obo/PDRO_0000024,Knocean,"2020-08-27, 18:50:24"
77,IHCC Basic,https://purl.ihccglobal.org/GCS_FoodWatFreshVegChange,information_entity,FoodWatFreshVegChange,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
78,IHCC Basic,https://purl.ihccglobal.org/GCS_CookingMethod_3,information_entity,CookingMethod_3,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
79,IHCC Basic,https://purl.ihccglobal.org/GCS_AlcEndAge_2,information_entity,AlcEndAge_2,http://purl.obolibrary.org/obo/GECKO_0000069,Knocean,"2020-08-27, 18:50:24"
80,IHCC Basic,https://purl.ihccglobal.org/GCS_drugduration_10,information_entity,drugduration_10,http://purl.obolibrary.org/obo/PDRO_0000024,Knocean,"2020-08-27, 18:50:24"
81,IHCC Basic,https://purl.ihccglobal.org/GCS_SymHeartburnWhen,information_entity,SymHeartburnWhen,http://purl.obolibrary.org/obo/OGMS_0000020,Knocean,"2020-08-27, 18:50:24"
82,IHCC Basic,https://purl.ihccglobal.org/GCS_DisHypertensionAge,information_entity,DisHypertensionAge,http://purl.obolibrary.org/obo/MONDO_0004995,Knocean,"2020-08-27, 18:50:24"
83,IHCC Basic,https://purl.ihccglobal.org/GCS_htndrug,information_entity,htndrug,http://purl.obolibrary.org/obo/PDRO_0000024,Knocean,"2020-08-27, 18:50:24"
84,IHCC Basic,https://purl.ihccglobal.org/GCS_Corticosteroid,information_entity,Corticosteroid,http://purl.obolibrary.org/obo/PDRO_0000024,Knocean,"2020-08-27, 18:50:24"
85,IHCC Basic,https://purl.ihccglobal.org/GCS_drugfrequency_8,information_entity,drugfrequency_8,http://purl.obolibrary.org/obo/PDRO_0000024,Knocean,"2020-08-27, 18:50:24"
86,IHCC Basic,https://purl.ihccglobal.org/GCS_ResCitVillname_3,information_entity,ResCitVillname_3,http://purl.obolibrary.org/obo/GECKO_0000064,Knocean,"2020-08-27, 18:50:24"
87,IHCC Basic,https://purl.ihccglobal.org/GCS_OpiateStartAge_2,information_entity,OpiateStartAge_2,http://purl.obolibrary.org/obo/GECKO_0000103,Knocean,"2020-08-27, 18:50:24"
88,IHCC Basic,https://purl.ihccglobal.org/GCS_MED,information_entity,Medical History,http://purl.obolibrary.org/obo/MONDO_0000001,Knocean,"2020-08-27, 18:50:24"
89,IHCC Basic,https://purl.ihccglobal.org/GCS_AnimalStartAge_3,information_entity,AnimalStartAge_3,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
90,IHCC Basic,https://purl.ihccglobal.org/GCS_PROP,information_entity,Properties,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
91,IHCC Basic,https://purl.ihccglobal.org/GCS_hbv,information_entity,hbv,http://purl.obolibrary.org/obo/UBERON_0000178,Knocean,"2020-08-27, 18:50:24"
92,IHCC Basic,https://purl.ihccglobal.org/GCS_ANTHRO,information_entity,Anthropometric measurements,http://purl.obolibrary.org/obo/CMO_0000021,Knocean,"2020-08-27, 18:50:24"
93,IHCC Basic,https://purl.ihccglobal.org/GCS_cardiac,information_entity,cardiac,http://purl.obolibrary.org/obo/GECKO_0000094,Knocean,"2020-08-27, 18:50:24"
94,IHCC Basic,https://purl.ihccglobal.org/GCS_PropertyAutoYears,information_entity,PropertyAutoYears,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
95,IHCC Basic,https://purl.ihccglobal.org/GCS_NumberPregnancies,information_entity,NumberPregnancies,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
96,IHCC Basic,https://purl.ihccglobal.org/GCS_FriendHouseNumber,information_entity,FriendHouseNumber,http://purl.obolibrary.org/obo/GECKO_0000052,Knocean,"2020-08-27, 18:50:24"
97,IHCC Basic,https://purl.ihccglobal.org/GCS_District,information_entity,District,http://purl.obolibrary.org/obo/GECKO_0000064,Knocean,"2020-08-27, 18:50:24"
98,IHCC Basic,https://purl.ihccglobal.org/GCS_FriendCity,information_entity,FriendCity,http://purl.obolibrary.org/obo/GECKO_0000052,Knocean,"2020-08-27, 18:50:24"
99,IHCC Basic,https://purl.ihccglobal.org/GCS_ethnicity_new,information_entity,ethnicity_new,http://purl.obolibrary.org/obo/GECKO_0000061,Knocean,"2020-08-27, 18:50:24"
100,IHCC Basic,https://purl.ihccglobal.org/GCS_FamilyMemPhone,information_entity,FamilyMemPhone,http://purl.obolibrary.org/obo/GECKO_0000052,Knocean,"2020-08-27, 18:50:24"
101,IHCC Basic,https://purl.ihccglobal.org/GCS_PropertyVacuumOwned,information_entity,PropertyVacuumOwned,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
102,IHCC Basic,https://purl.ihccglobal.org/GCS_bodyindicesweight,information_entity,bodyindicesweight,http://purl.obolibrary.org/obo/CMO_0000012,Knocean,"2020-08-27, 18:50:24"
103,IHCC Basic,https://purl.ihccglobal.org/GCS_ResDuration_1,information_entity,ResDuration_1,http://purl.obolibrary.org/obo/GECKO_0000064,Knocean,"2020-08-27, 18:50:24"
104,IHCC Basic,https://purl.ihccglobal.org/GCS_TobEndAge_1,information_entity,TobEndAge_1,http://purl.obolibrary.org/obo/GECKO_0000068,Knocean,"2020-08-27, 18:50:24"
105,IHCC Basic,https://purl.ihccglobal.org/GCS_TobDuration_4,information_entity,TobDuration_4,http://purl.obolibrary.org/obo/GECKO_0000068,Knocean,"2020-08-27, 18:50:24"
106,IHCC Basic,https://purl.ihccglobal.org/GCS_Insulin,information_entity,Insulin,http://purl.obolibrary.org/obo/PDRO_0000024,Knocean,"2020-08-27, 18:50:24"
107,IHCC Basic,https://purl.ihccglobal.org/GCS_hydrogenated_oil,information_entity,hydrogenated oil,http://purl.obolibrary.org/obo/GECKO_0000072,Knocean,"2020-08-27, 18:50:24"
108,IHCC Basic,https://purl.ihccglobal.org/GCS_drugduration_7,information_entity,drugduration_7,http://purl.obolibrary.org/obo/PDRO_0000024,Knocean,"2020-08-27, 18:50:24"
109,IHCC Basic,https://purl.ihccglobal.org/GCS_OpiateEndAge_1,information_entity,OpiateEndAge_1,http://purl.obolibrary.org/obo/GECKO_0000103,Knocean,"2020-08-27, 18:50:24"
110,IHCC Basic,https://purl.ihccglobal.org/GCS_ALC,information_entity,Alcohol use,http://purl.obolibrary.org/obo/GECKO_0000069,Knocean,"2020-08-27, 18:50:24"
111,IHCC Basic,https://purl.ihccglobal.org/GCS_OpiateStartAge_1,information_entity,OpiateStartAge_1,http://purl.obolibrary.org/obo/GECKO_0000103,Knocean,"2020-08-27, 18:50:24"
112,IHCC Basic,https://purl.ihccglobal.org/GCS_physactexmildminsduringwork,information_entity,physactexmildminsduringwork,http://purl.obolibrary.org/obo/GECKO_0000104,Knocean,"2020-08-27, 18:50:24"
113,IHCC Basic,https://purl.ihccglobal.org/GCS_bodyindicessizeage15,information_entity,bodyindicessizeage15,http://purl.obolibrary.org/obo/CMO_0000021,Knocean,"2020-08-27, 18:50:24"
114,IHCC Basic,https://purl.ihccglobal.org/GCS_JobsEndAge,information_entity,JobsEndAge,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
115,IHCC Basic,https://purl.ihccglobal.org/GCS_betablocker,information_entity,betablocker,http://purl.obolibrary.org/obo/PDRO_0000024,Knocean,"2020-08-27, 18:50:24"
116,IHCC Basic,https://purl.ihccglobal.org/GCS_TobDaysPerWeek_4,information_entity,TobDaysPerWeek_4,http://purl.obolibrary.org/obo/GECKO_0000068,Knocean,"2020-08-27, 18:50:24"
117,IHCC Basic,https://purl.ihccglobal.org/GCS_CancRelAgeDiagnosis_4,information_entity,CancRelAgeDiagnosis_4,http://purl.obolibrary.org/obo/MONDO_0004992,Knocean,"2020-08-27, 18:50:24"
118,IHCC Basic,https://purl.ihccglobal.org/GCS_Age_new,information_entity,Age_new,http://purl.obolibrary.org/obo/PATO_0000011,Knocean,"2020-08-27, 18:50:24"
119,IHCC Basic,https://purl.ihccglobal.org/GCS_JobsTitleOccupationCode,information_entity,JobsTitleOccupationCode,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
120,IHCC Basic,https://purl.ihccglobal.org/GCS_m_dbp,information_entity,m_dbp,http://purl.obolibrary.org/obo/CMO_0000003,Knocean,"2020-08-27, 18:50:24"
121,IHCC Basic,https://purl.ihccglobal.org/GCS_DrugCurrentuse,information_entity,DrugCurrentuse,http://purl.obolibrary.org/obo/GECKO_0000093,Knocean,"2020-08-27, 18:50:24"
122,IHCC Basic,https://purl.ihccglobal.org/GCS_cholesterol,information_entity,cholesterol,http://purl.obolibrary.org/obo/UBERON_0000178,Knocean,"2020-08-27, 18:50:24"
123,IHCC Basic,https://purl.ihccglobal.org/GCS_MaritalStatus,information_entity,MaritalStatus,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
124,IHCC Basic,https://purl.ihccglobal.org/GCS_OpiateEndAge_3,information_entity,OpiateEndAge_3,http://purl.obolibrary.org/obo/GECKO_0000103,Knocean,"2020-08-27, 18:50:24"
125,IHCC Basic,https://purl.ihccglobal.org/GCS_processed_meat,information_entity,processed meat,http://purl.obolibrary.org/obo/GECKO_0000072,Knocean,"2020-08-27, 18:50:24"
126,IHCC Basic,https://purl.ihccglobal.org/GCS_TobStartAge_4,information_entity,TobStartAge_4,http://purl.obolibrary.org/obo/GECKO_0000068,Knocean,"2020-08-27, 18:50:24"
127,IHCC Basic,https://purl.ihccglobal.org/GCS_FoodWatBBQVeg,information_entity,FoodWatBBQVeg,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
128,IHCC Basic,https://purl.ihccglobal.org/GCS_BMI,information_entity,BMI,http://purl.obolibrary.org/obo/CMO_0000021,Knocean,"2020-08-27, 18:50:24"
129,IHCC Basic,https://purl.ihccglobal.org/GCS_vegetables,information_entity,vegetables,http://purl.obolibrary.org/obo/GECKO_0000072,Knocean,"2020-08-27, 18:50:24"
130,IHCC Basic,https://purl.ihccglobal.org/GCS_antiDM,information_entity,antiDM,http://purl.obolibrary.org/obo/GECKO_0000094,Knocean,"2020-08-27, 18:50:24"
131,IHCC Basic,https://purl.ihccglobal.org/GCS_CookingMethod_1,information_entity,CookingMethod_1,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
132,IHCC Basic,https://purl.ihccglobal.org/GCS_TobDuration_3,information_entity,TobDuration_3,http://purl.obolibrary.org/obo/GECKO_0000068,Knocean,"2020-08-27, 18:50:24"
133,IHCC Basic,https://purl.ihccglobal.org/GCS_SodiumNa,information_entity,SodiumNa,http://purl.obolibrary.org/obo/GECKO_0000072,Knocean,"2020-08-27, 18:50:24"
134,IHCC Basic,https://purl.ihccglobal.org/GCS_Gender,information_entity,Gender,http://purl.obolibrary.org/obo/GECKO_0000060,Knocean,"2020-08-27, 18:50:24"
135,IHCC Basic,https://purl.ihccglobal.org/GCS_DisStrokeAge,information_entity,DisStrokeAge,http://purl.obolibrary.org/obo/OGMS_0000020,Knocean,"2020-08-27, 18:50:24"
136,IHCC Basic,https://purl.ihccglobal.org/GCS_TobType_3,information_entity,TobType_3,http://purl.obolibrary.org/obo/GECKO_0000068,Knocean,"2020-08-27, 18:50:24"
137,IHCC Basic,https://purl.ihccglobal.org/GCS_BdatePDate_D,information_entity,BdatePDate_D,http://purl.obolibrary.org/obo/PATO_0000011,Knocean,"2020-08-27, 18:50:24"
138,IHCC Basic,https://purl.ihccglobal.org/GCS_TobNumberPerDay_2,information_entity,TobNumberPerDay_2,http://purl.obolibrary.org/obo/GECKO_0000068,Knocean,"2020-08-27, 18:50:24"
139,IHCC Basic,https://purl.ihccglobal.org/GCS_drugname_3,information_entity,drugname_3,http://purl.obolibrary.org/obo/PDRO_0000024,Knocean,"2020-08-27, 18:50:24"
140,IHCC Basic,https://purl.ihccglobal.org/GCS_CancRelAgeDiagnosis_1,information_entity,CancRelAgeDiagnosis_1,http://purl.obolibrary.org/obo/MONDO_0004992,Knocean,"2020-08-27, 18:50:24"
141,IHCC Basic,https://purl.ihccglobal.org/GCS_OpiateAmountperDay_4,information_entity,OpiateAmountperDay_4,http://purl.obolibrary.org/obo/GECKO_0000103,Knocean,"2020-08-27, 18:50:24"
142,IHCC Basic,https://purl.ihccglobal.org/GCS_ResCitVillname_1,information_entity,ResCitVillname_1,http://purl.obolibrary.org/obo/GECKO_0000064,Knocean,"2020-08-27, 18:50:24"
