,STUDY,BIOENTITY,PROPERTY_TYPE,PROPERTY_VALUE,SEMANTIC_TAG,ANNOTATOR,ANNOTATION_DATE
13,IHCC Simple String,https://purl.ihccglobal.org/GCS_WeightLossIntent,information_entity,WeightLossIntent,http://purl.obolibrary.org/obo/OGMS_0000020,Knocean,"2020-08-27, 18:50:24"
14,IHCC Simple String,https://purl.ihccglobal.org/GCS_WeightLossIntent,information_entity,WeightLossIntent,http://purl.obolibrary.org/obo/OGMS_0000020,Knocean,"2020-08-27, 18:50:24"
15,IHCC Simple String,https://purl.ihccglobal.org/GCS_WeightLossIntent,information_entity,Weight Loss Intent,http://purl.obolibrary.org/obo/OGMS_0000020,Knocean,"2020-08-27, 18:50:24"
16,IHCC Simple String,https://purl.ihccglobal.org/GCS_City,information_entity,City,http://purl.obolibrary.org/obo/GECKO_0000064,Knocean,"2020-08-27, 18:50:24"
17,IHCC Simple String,https://purl.ihccglobal.org/GCS_City,information_entity,City,http://purl.obolibrary.org/obo/GECKO_0000064,Knocean,"2020-08-27, 18:50:24"
18,IHCC Simple String,https://purl.ihccglobal.org/GCS_City,information_entity,City,http://purl.obolibrary.org/obo/GECKO_0000064,Knocean,"2020-08-27, 18:50:24"
19,IHCC Simple String,https://purl.ihccglobal.org/GCS_City,information_entity,City,http://purl.obolibrary.org/obo/GECKO_0000064,Knocean,"2020-08-27, 18:50:24"
20,IHCC Simple String,https://purl.ihccglobal.org/GCS_ast,information_entity,ast,http://purl.obolibrary.org/obo/UBERON_0000178,Knocean,"2020-08-27, 18:50:24"
21,IHCC Simple String,https://purl.ihccglobal.org/GCS_ast,information_entity,ast,http://purl.obolibrary.org/obo/UBERON_0000178,Knocean,"2020-08-27, 18:50:24"
22,IHCC Simple String,https://purl.ihccglobal.org/GCS_ast,information_entity,ast,http://purl.obolibrary.org/obo/UBERON_0000178,Knocean,"2020-08-27, 18:50:24"
23,IHCC Simple String,https://purl.ihccglobal.org/GCS_ast,information_entity,ast,http://purl.obolibrary.org/obo/UBERON_0000178,Knocean,"2020-08-27, 18:50:24"
24,IHCC Simple String,https://purl.ihccglobal.org/GCS_HomePhone,information_entity,HomePhone,http://purl.obolibrary.org/obo/GECKO_0000052,Knocean,"2020-08-27, 18:50:24"
25,IHCC Simple String,https://purl.ihccglobal.org/GCS_HomePhone,information_entity,HomePhone,http://purl.obolibrary.org/obo/GECKO_0000052,Knocean,"2020-08-27, 18:50:24"
26,IHCC Simple String,https://purl.ihccglobal.org/GCS_HomePhone,information_entity,HomePhone,http://purl.obolibrary.org/obo/GECKO_0000052,Knocean,"2020-08-27, 18:50:24"
27,IHCC Simple String,https://purl.ihccglobal.org/GCS_HomePhone,information_entity,Home Phone,http://purl.obolibrary.org/obo/GECKO_0000052,Knocean,"2020-08-27, 18:50:24"
28,IHCC Simple String,https://purl.ihccglobal.org/GCS_TobDaysPerWeek_2,information_entity,TobDaysPerWeek_2,http://purl.obolibrary.org/obo/GECKO_0000068,Knocean,"2020-08-27, 18:50:24"
29,IHCC Simple String,https://purl.ihccglobal.org/GCS_TobDaysPerWeek_2,information_entity,TobDaysPerWeek 2,http://purl.obolibrary.org/obo/GECKO_0000068,Knocean,"2020-08-27, 18:50:24"
30,IHCC Simple String,https://purl.ihccglobal.org/GCS_TobDaysPerWeek_2,information_entity,TobDaysPerWeek 2,http://purl.obolibrary.org/obo/GECKO_0000068,Knocean,"2020-08-27, 18:50:24"
31,IHCC Simple String,https://purl.ihccglobal.org/GCS_TobDaysPerWeek_2,information_entity,Tob Days Per Week 2,http://purl.obolibrary.org/obo/GECKO_0000068,Knocean,"2020-08-27, 18:50:24"
32,IHCC Simple String,https://purl.ihccglobal.org/GCS_TransfusionRecentFlag,information_entity,TransfusionRecentFlag,http://purl.obolibrary.org/obo/GECKO_0000091,Knocean,"2020-08-27, 18:50:24"
33,IHCC Simple String,https://purl.ihccglobal.org/GCS_TransfusionRecentFlag,information_entity,TransfusionRecentFlag,http://purl.obolibrary.org/obo/GECKO_0000091,Knocean,"2020-08-27, 18:50:24"
34,IHCC Simple String,https://purl.ihccglobal.org/GCS_TransfusionRecentFlag,information_entity,TransfusionRecentFlag,http://purl.obolibrary.org/obo/GECKO_0000091,Knocean,"2020-08-27, 18:50:24"
35,IHCC Simple String,https://purl.ihccglobal.org/GCS_TransfusionRecentFlag,information_entity,Transfusion Recent Flag,http://purl.obolibrary.org/obo/GECKO_0000091,Knocean,"2020-08-27, 18:50:24"
36,IHCC Simple String,https://purl.ihccglobal.org/GCS_drugname_10,information_entity,drugname_10,http://purl.obolibrary.org/obo/PDRO_0000024,Knocean,"2020-08-27, 18:50:24"
37,IHCC Simple String,https://purl.ihccglobal.org/GCS_drugname_10,information_entity,drugname 10,http://purl.obolibrary.org/obo/PDRO_0000024,Knocean,"2020-08-27, 18:50:24"
38,IHCC Simple String,https://purl.ihccglobal.org/GCS_drugname_10,information_entity,drugname 10,http://purl.obolibrary.org/obo/PDRO_0000024,Knocean,"2020-08-27, 18:50:24"
39,IHCC Simple String,https://purl.ihccglobal.org/GCS_drugname_10,information_entity,drugname 10,http://purl.obolibrary.org/obo/PDRO_0000024,Knocean,"2020-08-27, 18:50:24"
40,IHCC Simple String,https://purl.ihccglobal.org/GCS_rdw,information_entity,rdw,http://purl.obolibrary.org/obo/UBERON_0000178,Knocean,"2020-08-27, 18:50:24"
41,IHCC Simple String,https://purl.ihccglobal.org/GCS_rdw,information_entity,rdw,http://purl.obolibrary.org/obo/UBERON_0000178,Knocean,"2020-08-27, 18:50:24"
42,IHCC Simple String,https://purl.ihccglobal.org/GCS_rdw,information_entity,rdw,http://purl.obolibrary.org/obo/UBERON_0000178,Knocean,"2020-08-27, 18:50:24"
43,IHCC Simple String,https://purl.ihccglobal.org/GCS_rdw,information_entity,rdw,http://purl.obolibrary.org/obo/UBERON_0000178,Knocean,"2020-08-27, 18:50:24"
44,IHCC Simple String,https://purl.ihccglobal.org/GCS_HusbandOccupation,information_entity,HusbandOccupation,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
45,IHCC Simple String,https://purl.ihccglobal.org/GCS_HusbandOccupation,information_entity,HusbandOccupation,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
46,IHCC Simple String,https://purl.ihccglobal.org/GCS_HusbandOccupation,information_entity,HusbandOccupation,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
47,IHCC Simple String,https://purl.ihccglobal.org/GCS_HusbandOccupation,information_entity,Husband Occupation,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
48,IHCC Simple String,https://purl.ihccglobal.org/GCS_PropertyFreezerOwned,information_entity,PropertyFreezerOwned,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
49,IHCC Simple String,https://purl.ihccglobal.org/GCS_PropertyFreezerOwned,information_entity,PropertyFreezerOwned,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
50,IHCC Simple String,https://purl.ihccglobal.org/GCS_PropertyFreezerOwned,information_entity,PropertyFreezerOwned,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
51,IHCC Simple String,https://purl.ihccglobal.org/GCS_PropertyFreezerOwned,information_entity,Property Freezer Owned,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
52,IHCC Simple String,https://purl.ihccglobal.org/GCS_TobEndAge_4,information_entity,TobEndAge_4,http://purl.obolibrary.org/obo/GECKO_0000068,Knocean,"2020-08-27, 18:50:24"
53,IHCC Simple String,https://purl.ihccglobal.org/GCS_TobEndAge_4,information_entity,TobEndAge 4,http://purl.obolibrary.org/obo/GECKO_0000068,Knocean,"2020-08-27, 18:50:24"
54,IHCC Simple String,https://purl.ihccglobal.org/GCS_TobEndAge_4,information_entity,TobEndAge 4,http://purl.obolibrary.org/obo/GECKO_0000068,Knocean,"2020-08-27, 18:50:24"
55,IHCC Simple String,https://purl.ihccglobal.org/GCS_TobEndAge_4,information_entity,Tob End Age 4,http://purl.obolibrary.org/obo/GECKO_0000068,Knocean,"2020-08-27, 18:50:24"
56,IHCC Simple String,https://purl.ihccglobal.org/GCS_SymRefluxFlag,information_entity,SymRefluxFlag,http://purl.obolibrary.org/obo/OGMS_0000020,Knocean,"2020-08-27, 18:50:24"
57,IHCC Simple String,https://purl.ihccglobal.org/GCS_SymRefluxFlag,information_entity,SymRefluxFlag,http://purl.obolibrary.org/obo/OGMS_0000020,Knocean,"2020-08-27, 18:50:24"
58,IHCC Simple String,https://purl.ihccglobal.org/GCS_SymRefluxFlag,information_entity,SymRefluxFlag,http://purl.obolibrary.org/obo/OGMS_0000020,Knocean,"2020-08-27, 18:50:24"
59,IHCC Simple String,https://purl.ihccglobal.org/GCS_SymRefluxFlag,information_entity,Sym Reflux Flag,http://purl.obolibrary.org/obo/OGMS_0000020,Knocean,"2020-08-27, 18:50:24"
60,IHCC Simple String,https://purl.ihccglobal.org/GCS_FriendCellPhone,information_entity,FriendCellPhone,http://purl.obolibrary.org/obo/GECKO_0000052,Knocean,"2020-08-27, 18:50:24"
61,IHCC Simple String,https://purl.ihccglobal.org/GCS_FriendCellPhone,information_entity,FriendCellPhone,http://purl.obolibrary.org/obo/GECKO_0000052,Knocean,"2020-08-27, 18:50:24"
62,IHCC Simple String,https://purl.ihccglobal.org/GCS_FriendCellPhone,information_entity,FriendCellPhone,http://purl.obolibrary.org/obo/GECKO_0000052,Knocean,"2020-08-27, 18:50:24"
63,IHCC Simple String,https://purl.ihccglobal.org/GCS_FriendCellPhone,information_entity,Friend Cell Phone,http://purl.obolibrary.org/obo/GECKO_0000052,Knocean,"2020-08-27, 18:50:24"
64,IHCC Simple String,https://purl.ihccglobal.org/GCS_BP,information_entity,Blood pressure measurements,http://purl.obolibrary.org/obo/CMO_0000003,Knocean,"2020-08-27, 18:50:24"
65,IHCC Simple String,https://purl.ihccglobal.org/GCS_BP,information_entity,Blood pressure measurements,http://purl.obolibrary.org/obo/CMO_0000003,Knocean,"2020-08-27, 18:50:24"
66,IHCC Simple String,https://purl.ihccglobal.org/GCS_BP,information_entity,Blood pressure measurements,http://purl.obolibrary.org/obo/CMO_0000003,Knocean,"2020-08-27, 18:50:24"
67,IHCC Simple String,https://purl.ihccglobal.org/GCS_BP,information_entity,Blood pressure measurements,http://purl.obolibrary.org/obo/CMO_0000003,Knocean,"2020-08-27, 18:50:24"
68,IHCC Simple String,https://purl.ihccglobal.org/GCS_JobsIntensity,information_entity,JobsIntensity,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
69,IHCC Simple String,https://purl.ihccglobal.org/GCS_JobsIntensity,information_entity,JobsIntensity,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
70,IHCC Simple String,https://purl.ihccglobal.org/GCS_JobsIntensity,information_entity,JobsIntensity,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
71,IHCC Simple String,https://purl.ihccglobal.org/GCS_JobsIntensity,information_entity,Jobs Intensity,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
72,IHCC Simple String,https://purl.ihccglobal.org/GCS_physactexmodminsduringwork,information_entity,physactexmodminsduringwork,http://purl.obolibrary.org/obo/GECKO_0000104,Knocean,"2020-08-27, 18:50:24"
73,IHCC Simple String,https://purl.ihccglobal.org/GCS_physactexmodminsduringwork,information_entity,physactexmodminsduringwork,http://purl.obolibrary.org/obo/GECKO_0000104,Knocean,"2020-08-27, 18:50:24"
74,IHCC Simple String,https://purl.ihccglobal.org/GCS_physactexmodminsduringwork,information_entity,physactexmodminsduringwork,http://purl.obolibrary.org/obo/GECKO_0000104,Knocean,"2020-08-27, 18:50:24"
75,IHCC Simple String,https://purl.ihccglobal.org/GCS_physactexmodminsduringwork,information_entity,physactexmodminsduringwork,http://purl.obolibrary.org/obo/GECKO_0000104,Knocean,"2020-08-27, 18:50:24"
76,IHCC Simple String,https://purl.ihccglobal.org/GCS_drugdose_2,information_entity,drugdose_2,http://purl.obolibrary.org/obo/PDRO_0000024,Knocean,"2020-08-27, 18:50:24"
77,IHCC Simple String,https://purl.ihccglobal.org/GCS_drugdose_2,information_entity,drugdose 2,http://purl.obolibrary.org/obo/PDRO_0000024,Knocean,"2020-08-27, 18:50:24"
78,IHCC Simple String,https://purl.ihccglobal.org/GCS_drugdose_2,information_entity,drugdose 2,http://purl.obolibrary.org/obo/PDRO_0000024,Knocean,"2020-08-27, 18:50:24"
79,IHCC Simple String,https://purl.ihccglobal.org/GCS_drugdose_2,information_entity,drugdose 2,http://purl.obolibrary.org/obo/PDRO_0000024,Knocean,"2020-08-27, 18:50:24"
80,IHCC Simple String,https://purl.ihccglobal.org/GCS_HeatAndFuelDuration_1,information_entity,HeatAndFuelDuration_1,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
81,IHCC Simple String,https://purl.ihccglobal.org/GCS_HeatAndFuelDuration_1,information_entity,HeatAndFuelDuration 1,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
82,IHCC Simple String,https://purl.ihccglobal.org/GCS_HeatAndFuelDuration_1,information_entity,HeatAndFuelDuration 1,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
83,IHCC Simple String,https://purl.ihccglobal.org/GCS_HeatAndFuelDuration_1,information_entity,Heat And Fuel Duration 1,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
84,IHCC Simple String,https://purl.ihccglobal.org/GCS_AnimalType_3,information_entity,AnimalType_3,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
85,IHCC Simple String,https://purl.ihccglobal.org/GCS_AnimalType_3,information_entity,AnimalType 3,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
86,IHCC Simple String,https://purl.ihccglobal.org/GCS_AnimalType_3,information_entity,AnimalType 3,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
87,IHCC Simple String,https://purl.ihccglobal.org/GCS_AnimalType_3,information_entity,Animal Type 3,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
88,IHCC Simple String,https://purl.ihccglobal.org/GCS_FoodWatBreadPreserve,information_entity,FoodWatBreadPreserve,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
89,IHCC Simple String,https://purl.ihccglobal.org/GCS_FoodWatBreadPreserve,information_entity,FoodWatBreadPreserve,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
90,IHCC Simple String,https://purl.ihccglobal.org/GCS_FoodWatBreadPreserve,information_entity,FoodWatBreadPreserve,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
91,IHCC Simple String,https://purl.ihccglobal.org/GCS_FoodWatBreadPreserve,information_entity,Food Wat Bread Preserve,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
92,IHCC Simple String,https://purl.ihccglobal.org/GCS_BdatePDate_M,information_entity,BdatePDate_M,http://purl.obolibrary.org/obo/PATO_0000011,Knocean,"2020-08-27, 18:50:24"
93,IHCC Simple String,https://purl.ihccglobal.org/GCS_BdatePDate_M,information_entity,BdatePDate M,http://purl.obolibrary.org/obo/PATO_0000011,Knocean,"2020-08-27, 18:50:24"
94,IHCC Simple String,https://purl.ihccglobal.org/GCS_BdatePDate_M,information_entity,BdatePDate M,http://purl.obolibrary.org/obo/PATO_0000011,Knocean,"2020-08-27, 18:50:24"
95,IHCC Simple String,https://purl.ihccglobal.org/GCS_BdatePDate_M,information_entity,Bdate PDate M,http://purl.obolibrary.org/obo/PATO_0000011,Knocean,"2020-08-27, 18:50:24"
96,IHCC Simple String,https://purl.ihccglobal.org/GCS_drugduration_4,information_entity,drugduration_4,http://purl.obolibrary.org/obo/PDRO_0000024,Knocean,"2020-08-27, 18:50:24"
97,IHCC Simple String,https://purl.ihccglobal.org/GCS_drugduration_4,information_entity,drugduration 4,http://purl.obolibrary.org/obo/PDRO_0000024,Knocean,"2020-08-27, 18:50:24"
98,IHCC Simple String,https://purl.ihccglobal.org/GCS_drugduration_4,information_entity,drugduration 4,http://purl.obolibrary.org/obo/PDRO_0000024,Knocean,"2020-08-27, 18:50:24"
99,IHCC Simple String,https://purl.ihccglobal.org/GCS_drugduration_4,information_entity,drugduration 4,http://purl.obolibrary.org/obo/PDRO_0000024,Knocean,"2020-08-27, 18:50:24"
100,IHCC Simple String,https://purl.ihccglobal.org/GCS_CancRelICD10_2,information_entity,CancRelICD10_2,http://purl.obolibrary.org/obo/MONDO_0004992,Knocean,"2020-08-27, 18:50:24"
101,IHCC Simple String,https://purl.ihccglobal.org/GCS_CancRelICD10_2,information_entity,CancRelICD10 2,http://purl.obolibrary.org/obo/MONDO_0004992,Knocean,"2020-08-27, 18:50:24"
102,IHCC Simple String,https://purl.ihccglobal.org/GCS_CancRelICD10_2,information_entity,CancRelICD 10 2,http://purl.obolibrary.org/obo/MONDO_0004992,Knocean,"2020-08-27, 18:50:24"
103,IHCC Simple String,https://purl.ihccglobal.org/GCS_CancRelICD10_2,information_entity,Canc Rel ICD 10 2,http://purl.obolibrary.org/obo/MONDO_0004992,Knocean,"2020-08-27, 18:50:24"
104,IHCC Simple String,https://purl.ihccglobal.org/GCS_physactexmildminsnowork,information_entity,physactexmildminsnowork,http://purl.obolibrary.org/obo/GECKO_0000104,Knocean,"2020-08-27, 18:50:24"
105,IHCC Simple String,https://purl.ihccglobal.org/GCS_physactexmildminsnowork,information_entity,physactexmildminsnowork,http://purl.obolibrary.org/obo/GECKO_0000104,Knocean,"2020-08-27, 18:50:24"
106,IHCC Simple String,https://purl.ihccglobal.org/GCS_physactexmildminsnowork,information_entity,physactexmildminsnowork,http://purl.obolibrary.org/obo/GECKO_0000104,Knocean,"2020-08-27, 18:50:24"
107,IHCC Simple String,https://purl.ihccglobal.org/GCS_physactexmildminsnowork,information_entity,physactexmildminsnowork,http://purl.obolibrary.org/obo/GECKO_0000104,Knocean,"2020-08-27, 18:50:24"
108,IHCC Simple String,https://purl.ihccglobal.org/GCS_drugfrequency_2,information_entity,drugfrequency_2,http://purl.obolibrary.org/obo/PDRO_0000024,Knocean,"2020-08-27, 18:50:24"
109,IHCC Simple String,https://purl.ihccglobal.org/GCS_drugfrequency_2,information_entity,drugfrequency 2,http://purl.obolibrary.org/obo/PDRO_0000024,Knocean,"2020-08-27, 18:50:24"
110,IHCC Simple String,https://purl.ihccglobal.org/GCS_drugfrequency_2,information_entity,drugfrequency 2,http://purl.obolibrary.org/obo/PDRO_0000024,Knocean,"2020-08-27, 18:50:24"
111,IHCC Simple String,https://purl.ihccglobal.org/GCS_drugfrequency_2,information_entity,drugfrequency 2,http://purl.obolibrary.org/obo/PDRO_0000024,Knocean,"2020-08-27, 18:50:24"
112,IHCC Simple String,https://purl.ihccglobal.org/GCS_TEA,information_entity,Tea,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
113,IHCC Simple String,https://purl.ihccglobal.org/GCS_TEA,information_entity,Tea,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
114,IHCC Simple String,https://purl.ihccglobal.org/GCS_TEA,information_entity,Tea,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
115,IHCC Simple String,https://purl.ihccglobal.org/GCS_TEA,information_entity,Tea,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
116,IHCC Simple String,https://purl.ihccglobal.org/GCS_physactworkmonths,information_entity,physactworkmonths,http://purl.obolibrary.org/obo/GECKO_0000104,Knocean,"2020-08-27, 18:50:24"
117,IHCC Simple String,https://purl.ihccglobal.org/GCS_physactworkmonths,information_entity,physactworkmonths,http://purl.obolibrary.org/obo/GECKO_0000104,Knocean,"2020-08-27, 18:50:24"
118,IHCC Simple String,https://purl.ihccglobal.org/GCS_physactworkmonths,information_entity,physactworkmonths,http://purl.obolibrary.org/obo/GECKO_0000104,Knocean,"2020-08-27, 18:50:24"
119,IHCC Simple String,https://purl.ihccglobal.org/GCS_physactworkmonths,information_entity,physactworkmonths,http://purl.obolibrary.org/obo/GECKO_0000104,Knocean,"2020-08-27, 18:50:24"
120,IHCC Simple String,https://purl.ihccglobal.org/GCS_physacthouseworkyears,information_entity,physacthouseworkyears,http://purl.obolibrary.org/obo/GECKO_0000104,Knocean,"2020-08-27, 18:50:24"
121,IHCC Simple String,https://purl.ihccglobal.org/GCS_physacthouseworkyears,information_entity,physacthouseworkyears,http://purl.obolibrary.org/obo/GECKO_0000104,Knocean,"2020-08-27, 18:50:24"
122,IHCC Simple String,https://purl.ihccglobal.org/GCS_physacthouseworkyears,information_entity,physacthouseworkyears,http://purl.obolibrary.org/obo/GECKO_0000104,Knocean,"2020-08-27, 18:50:24"
123,IHCC Simple String,https://purl.ihccglobal.org/GCS_physacthouseworkyears,information_entity,physacthouseworkyears,http://purl.obolibrary.org/obo/GECKO_0000104,Knocean,"2020-08-27, 18:50:24"
124,IHCC Simple String,https://purl.ihccglobal.org/GCS_TobDaysPerWeek_1,information_entity,TobDaysPerWeek_1,http://purl.obolibrary.org/obo/GECKO_0000068,Knocean,"2020-08-27, 18:50:24"
125,IHCC Simple String,https://purl.ihccglobal.org/GCS_TobDaysPerWeek_1,information_entity,TobDaysPerWeek 1,http://purl.obolibrary.org/obo/GECKO_0000068,Knocean,"2020-08-27, 18:50:24"
126,IHCC Simple String,https://purl.ihccglobal.org/GCS_TobDaysPerWeek_1,information_entity,TobDaysPerWeek 1,http://purl.obolibrary.org/obo/GECKO_0000068,Knocean,"2020-08-27, 18:50:24"
127,IHCC Simple String,https://purl.ihccglobal.org/GCS_TobDaysPerWeek_1,information_entity,Tob Days Per Week 1,http://purl.obolibrary.org/obo/GECKO_0000068,Knocean,"2020-08-27, 18:50:24"
128,IHCC Simple String,https://purl.ihccglobal.org/GCS_FriendProvince,information_entity,FriendProvince,http://purl.obolibrary.org/obo/GECKO_0000052,Knocean,"2020-08-27, 18:50:24"
129,IHCC Simple String,https://purl.ihccglobal.org/GCS_FriendProvince,information_entity,FriendProvince,http://purl.obolibrary.org/obo/GECKO_0000052,Knocean,"2020-08-27, 18:50:24"
130,IHCC Simple String,https://purl.ihccglobal.org/GCS_FriendProvince,information_entity,FriendProvince,http://purl.obolibrary.org/obo/GECKO_0000052,Knocean,"2020-08-27, 18:50:24"
131,IHCC Simple String,https://purl.ihccglobal.org/GCS_FriendProvince,information_entity,Friend Province,http://purl.obolibrary.org/obo/GECKO_0000052,Knocean,"2020-08-27, 18:50:24"
132,IHCC Simple String,https://purl.ihccglobal.org/GCS_JobsTitleOccupation,information_entity,JobsTitleOccupation,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
133,IHCC Simple String,https://purl.ihccglobal.org/GCS_JobsTitleOccupation,information_entity,JobsTitleOccupation,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
134,IHCC Simple String,https://purl.ihccglobal.org/GCS_JobsTitleOccupation,information_entity,JobsTitleOccupation,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
135,IHCC Simple String,https://purl.ihccglobal.org/GCS_JobsTitleOccupation,information_entity,Jobs Title Occupation,http://purl.obolibrary.org/obo/PATO_0001995,Knocean,"2020-08-27, 18:50:24"
136,IHCC Simple String,https://purl.ihccglobal.org/GCS_CigNumPerDay_2,information_entity,CigNumPerDay_2,http://purl.obolibrary.org/obo/GECKO_0000068,Knocean,"2020-08-27, 18:50:24"
137,IHCC Simple String,https://purl.ihccglobal.org/GCS_CigNumPerDay_2,information_entity,CigNumPerDay 2,http://purl.obolibrary.org/obo/GECKO_0000068,Knocean,"2020-08-27, 18:50:24"
138,IHCC Simple String,https://purl.ihccglobal.org/GCS_CigNumPerDay_2,information_entity,CigNumPerDay 2,http://purl.obolibrary.org/obo/GECKO_0000068,Knocean,"2020-08-27, 18:50:24"
139,IHCC Simple String,https://purl.ihccglobal.org/GCS_CigNumPerDay_2,information_entity,Cig Num Per Day 2,http://purl.obolibrary.org/obo/GECKO_0000068,Knocean,"2020-08-27, 18:50:24"
140,IHCC Simple String,https://purl.ihccglobal.org/GCS_Ethnicity,information_entity,Ethnicity,http://purl.obolibrary.org/obo/GECKO_0000061,Knocean,"2020-08-27, 18:50:24"
141,IHCC Simple String,https://purl.ihccglobal.org/GCS_Ethnicity,information_entity,Ethnicity,http://purl.obolibrary.org/obo/GECKO_0000061,Knocean,"2020-08-27, 18:50:24"
