Term ID	Label	Parent Term	Definition	GECKO Category	Internal ID	Suggested Categories	Comment
UKLWC:0000181	Endometrial cancer Paternal Grandmother	FUQ2		family history of disease	Q2_EndoCr_Paternal_Grandmother		
UKLWC:0000182	Endometrial cancer Sisters	FUQ2		family history of disease	Q2_EndoCr_Sister		
UKLWC:0000183	Endometrial cancer Granddaughters	FUQ2		family history of disease	Q2_EndoCr_Granddaughter		
UKLWC:0000184	Endometrial cancer Maternal Aunts	FUQ2		family history of disease	Q2_EndoCr_Maternal_Aunt		
UKLWC:0000185	Endometrial cancer Maternal Grandmother	FUQ2		family history of disease	Q2_EndoCr_Maternal_Grandmother		
UKLWC:0000186	death status	DEATH REGISTRATION		life stage/time point			We don't think that survey administration is correct. This is vital status or death certificate (Becky: updated to life stage/time point)
UKLWC:0000187	age at death	DEATH REGISTRATION		age/birthdate			
UKLWC:0000188	primary underlying ICD10 cause of death	DEATH REGISTRATION		cause of death			
UKLWC:0000189	other underlying ICD10 causes of death	DEATH REGISTRATION		cause of death			Multiple records per participant
UKLWC:0000190	ICD10 cancer code	CANCER REGISTRATION		cancer			Multiple records per participant
UKLWC:0000191	age at cancer diagnosis	CANCER REGISTRATION		cancer|age/birthdate			Multiple records per participant
UKLWC:0000192	BASEQ						These are table/survey names NOT variables
UKLWC:0000193	SERUM						These are table/survey names NOT variables
UKLWC:0000194	FUQ1						These are table/survey names NOT variables
UKLWC:0000195	FUQ2						These are table/survey names NOT variables
UKLWC:0000196	DEATH REGISTRATION						These are table/survey names NOT variables
UKLWC:0000197	CANCER REGISTRATION						These are table/survey names NOT variables
