Term ID	Label	Parent Term	Definition	GECKO Category	Internal ID	Suggested Categories	Comment
ELSABRASIL:0000214	myocardial infarction age		Idade diagnostico infarto miocardio (Q11)	cardiovascular diseases	hmpa11a		
ELSABRASIL:0000215	angina		Angina de peito (Q12)	cardiovascular diseases	hmpa12		
ELSABRASIL:0000216	angina age		Idade diagnostico angina (Q13)	cardiovascular diseases	hmpa13a		
ELSABRASIL:0000217	heart failure		Insuficiencia cardiaca (Q14)	cardiovascular diseases	hmpa14		
ELSABRASIL:0000218	heart failure age		Idade diag insuficiencia cardiaca (Q15)	cardiovascular diseases	hmpa15a		
ELSABRASIL:0000219	rheumatic fever		Febre reumatica (Q16)	infectious diseases	hmpa16		
ELSABRASIL:0000220	rheumatic fever age		Idade diag febre reumatica (Q17)	infectious diseases	hmpa17a		
ELSABRASIL:0000221	chagas disease		Doenca de Chagas (Q18)	infectious diseases	hmpa18		
ELSABRASIL:0000222	chagas disease age		Idade diag Doenca de Chagas (Q19)	infectious diseases	hmpa19a		
ELSABRASIL:0000223	stroke		AVC (Q20)	cardiovascular diseases	hmpa20		
ELSABRASIL:0000224	stroke age		Idade diagnostico AVC (Q21)	cardiovascular diseases	hmpa21a		
ELSABRASIL:0000225	kidney disease		Doenca do rim (Q22)	urinary system diseases	hmpa22		
ELSABRASIL:0000226	kidney disease age		Idade diagnostico doenca do rim (Q23)	urinary system diseases	hmpa23a		
ELSABRASIL:0000227	thrombosis or embolism		Trombose ou embolia (Q24)	cardiovascular diseases	hmpa24		
ELSABRASIL:0000228	thrombosis or embolism age		Idade diag trombose ou embolia (Q25)	cardiovascular diseases	hmpa25a		
ELSABRASIL:0000229	asthma		Asma (Q26)	respiratory system diseases	hmpa26		
ELSABRASIL:0000230	asthma age		Idade diagnostico asma (Q27)	respiratory system diseases	hmpa27a		
ELSABRASIL:0000231	pulmonary emphysema/chronic bronchitis/COPD		Enfisema/bronquite cronica/DPOC (Q28)	respiratory system diseases	hmpa28		
ELSABRASIL:0000232	pulmonary emphysema/chronic bronchitis/COPD age		Idade diag enfisema/bronquite/DPOC (Q29)	respiratory system diseases	hmpa29a		
ELSABRASIL:0000233	joints problems		Problema nas articulacoes (Q30)	musculoskeletal system diseases	hmpa30		
ELSABRASIL:0000234	rheumatoid arthritis		Artrite reumatoide (Q31)	musculoskeletal system diseases|immune system diseases	hmpa31a		
ELSABRASIL:0000235	lupus erythematosus		Lupus eritematoso (Q31)	immune system diseases	hmpa31b		
ELSABRASIL:0000236	rheumatism		Reumatismo (Q31)	musculoskeletal system diseases	hmpa31c		
ELSABRASIL:0000237	arthrosis		Artrose (Q31)	musculoskeletal system diseases	hmpa31d		
ELSABRASIL:0000238	arthritis		Artrite (Q31)	musculoskeletal system diseases	hmpa31e		
ELSABRASIL:0000239	other joint problem		Outro problema nas juntas (Q31)	musculoskeletal system diseases	hmpa31g		
ELSABRASIL:0000240	description of other joint problem		Qual outro problema nas juntas (Q31)	musculoskeletal system diseases	hmpa31h		
ELSABRASIL:0000241	joint problem age		Idade diag prob nas articulacoes (Q32)	musculoskeletal system diseases	hmpa32a		
ELSABRASIL:0000242	cirrhosis or hepatitis		Cirrose ou hepatite (Q33)	digestive system diseases	hmpa33		
ELSABRASIL:0000243	cirrhosis or hepatitis age		Idade diag cirrose ou hepatite (Q34)	digestive system diseases	hmpa34a		
ELSABRASIL:0000244	cancer		Cancer (Q35)	cancer	hmpa35		
ELSABRASIL:0000245	cancer age		Idade diagnostico cancer (Q36)	cancer	hmpa36a		
ELSABRASIL:0000246	cancer type		Qual local ou tipo de cancer (Q37)	cancer	hmpa37a		
ELSABRASIL:0000247	other health problems		Outros problemas de saude (Q38)	diseases	hmpa38		
ELSABRASIL:0000248	fatigue intense physical exertion		Cansaco em ativi mais intensas (Q39)	signs and symptoms	hmpa39		
ELSABRASIL:0000249	fatigue mild physical exertion		Cansaco em atividades mais leves (Q40)	signs and symptoms	hmpa40		
ELSABRASIL:0000250	fatigue eating/sitting/lying		Cansaco comendo/sentado/deitado (Q41)	signs and symptoms	hmpa41		
ELSABRASIL:0000251	chest pain or discomfort		Dor ou desconforto no peito (Q42)	signs and symptoms	hmpa42		
ELSABRASIL:0000252	chest pain or discomfort walking in flat		Dor no peito andando no plano (Q43)	signs and symptoms	hmpa43		
ELSABRASIL:0000253	chest pain or discomfort walking in slope		Dor peito subida/rapido no plano (Q44)	signs and symptoms	hmpa44		
ELSABRASIL:0000254	cardiac surgery		Cirurgia cardiaca (Q45)	surgical interventions	hmpa45		
ELSABRASIL:0000255	cardiac surgery age		Idade submetido cirurgia cardiaca (Q46)	surgical interventions	hmpa46a		
ELSABRASIL:0000256	has measured BP		Ja mediu pressao arterial (Q47)	blood pressure	hmpa47		
ELSABRASIL:0000257	time since last measurement BP		Ha qto tempo mediu PA (Q48)	date and time-related information	hmpa48		
ELSABRASIL:0000258	has measured cholesterol		Ja mediu colesterol (Q49)	blood	hmpa49		
ELSABRASIL:0000259	time since last measurement cholesterol		Ha qto tempo mediu colesterol (Q50)	date and time-related information	hmpa50		
